Timestamp,QI,QJ,QK,QR
2510312,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2513164,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2515580,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2518008,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2520432,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2522844,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2525268,0.010192878544330597,0.017822278663516045,0.00018310559971723706,0.9998176097869873
2527684,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2530104,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2532532,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2534948,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2538008,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2540428,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2542852,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2545284,0.010192878544330597,0.017883313819766045,0.00024414079962298274,0.9998176097869873
2547696,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2550116,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2552628,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2555040,0.010131843388080597,0.017883313819766045,0.00024414079962298274,0.9998176097869873
2558768,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2561632,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2564052,0.010192878544330597,0.017883313819766045,0.00024414079962298274,0.9998176097869873
2566476,0.010192878544330597,0.017883313819766045,0.00024414079962298274,0.9998176097869873
2569032,0.010192878544330597,0.017883313819766045,0.00024414079962298274,0.9998176097869873
2571456,0.010192878544330597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2573888,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2576356,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2579472,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2581884,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2584340,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2586760,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2589180,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2591612,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
2594028,0.010131843388080597,0.017944348976016045,0.00018310559971723706,0.9998176097869873
2597528,0.010131843388080597,0.017944348976016045,0.00018310559971723706,0.9998176097869873
2600000,0.010131843388080597,0.017883313819766045,0.00018310559971723706,0.9998176097869873
